city,county,county_pene_rate,dist_sth,dist_sys_voters_pen,dist_voters_indist_est,dist_voters_indist_rate,distcen_hh_indist,in_district,state,sys_census_hh_pene_rate,sys_census_hh_zip_pene,sys_code,sys_media,sys_name,sys_subscribers,sys_type,system_type,zip_census_hh_in_zip,zip_code,zip_l2_voters_in_zip,zone_int
Newfield,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2203,08344,3821,6500
Newport,Cumberland,0.8863094,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",444,08345,511,6500
Newtonville,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",162,08346,528,6500
Port Norris,Cumberland,0.8863094,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",790,08349,1165,6500
Richland,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",151,08350,542,6500
Shiloh,Cumberland,0.8863094,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",161,08353,316,6500
Vineland,Cumberland,0.8863094,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",15116,08360,24780,6500
Vineland,Cumberland,0.8863094,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6569,08361,11850,6500
Atlantic City,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",15468,08401,19833,6500
Margate City,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2745,08402,4265,6500
Longport,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",479,08403,719,6500
Ventnor City,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4482,08406,6116,6500
Allentown,Monmouth,0.9396071,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2449,08501,4698,6500
Bordentown,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7012,08505,11352,6500
Cookstown,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",299,08511,564,6500
Chesterfield,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1525,08515,3444,6500
Florence,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2275,08518,3353,6500
Hightstown,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",10927,08520,15648,6500
Hopewell,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1900,08525,3486,6500
Lambertville,Hunterdon,0.5041102,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3188,08530,5411,6500
Pennington,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4812,08534,9136,6500
Princeton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",17664,08540,26699,6500
Princeton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1354,08542,1781,6500
Princeton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",90,08544,1424,6500
Princeton Junction,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7094,08550,13336,6500
Roebling,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1410,08554,2228,6500
Titusville,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1413,08560,2780,6500
Wrightstown,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2085,08562,2935,6500
Trenton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1021,08608,608,6500
Trenton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4468,08609,5817,6500
Trenton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",11769,08610,16607,6500
Trenton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",8296,08611,8366,6500
Trenton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",13292,08618,20199,6500
Trenton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",8810,08619,14645,6500
Trenton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4375,08620,7993,6500
Trenton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3927,08628,6285,6500
Trenton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3911,08629,5325,6500
Trenton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",8544,08638,12372,6500
Joint Base MDL,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",746,08640,265,6500
Joint Base MDL,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1163,08641,435,6500
Lawrence Township,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",12423,08648,18444,6500
Trenton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7937,08690,14202,6500
Trenton,Mercer,0.8980377,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6145,08691,10365,6500
Richland,Lebanon,0.6214644,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1059,17087,1230,6500
Alburtis,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2156,18011,3274,6500
Bangor,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6912,18013,9974,6500
Bath,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4558,18014,6834,6500
Bethlehem,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",11217,18015,18698,6500
Bethlehem,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",14854,18017,24076,6500
Bethlehem,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",13995,18018,18287,6500
Bethlehem,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7652,18020,13042,6500
Breinigsville,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3508,18031,5451,6500
Catasauqua,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3782,18032,5007,6500
Center Valley,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2627,18034,4969,6500
Cherryville,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",99,18035,187,6500
Coopersburg,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4980,18036,8823,6500
Coplay,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3045,18037,4311,6500
Danielsville,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1120,18038,1835,6500
Easton,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6415,18040,10524,6500
East Greenville,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2071,18041,3009,6500
Easton,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",15126,18042,21939,6500
Easton,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",10670,18045,17621,6500
Emmaus,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7157,18049,11072,6500
Fogelsville,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1210,18051,2268,6500
Whitehall,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",11118,18052,15418,6500
Germansville,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",877,18053,1388,6500
Green Lane,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1928,18054,2884,6500
Hellertown,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4910,18055,7282,6500
Hereford,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",277,18056,436,6500
Laurys Station,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",457,18059,702,6500
Macungie,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",9722,18062,15566,6500
Nazareth,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",9110,18064,15724,6500
New Tripoli,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2174,18066,3835,6500
Northampton,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7618,18067,11207,6500
Orefield,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2844,18069,4995,6500
Palm,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",312,18070,504,6500
Pen Argyl,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2580,18072,3887,6500
Pennsburg,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3428,18073,5663,6500
Perkiomenville,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2184,18074,3236,6500
Red Hill,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1174,18076,1572,6500
Riegelsville,Bucks,0.9261448,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1031,18077,1477,6500
Schnecksville,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2667,18078,4632,6500
Slatington,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4784,18080,6406,6500
Tatamy,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",226,18085,506,6500
Trexlertown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",291,18087,370,6500
Walnutport,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3438,18088,5041,6500
Wind Gap,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2310,18091,3372,6500
Zionsville,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1183,18092,2105,6500
Allentown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1573,18101,1986,6500
Allentown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",16297,18102,22133,6500
Allentown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",17703,18103,25298,6500
Allentown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",16905,18104,27993,6500
Allentown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2812,18106,4251,6500
Allentown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6814,18109,8627,6500
Mount Bethel,Northampton,0.7113197,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1777,18343,2461,6500
Doylestown,Bucks,0.9261448,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",11046,18901,18803,6500
Doylestown,Bucks,0.9261448,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7362,18902,14513,6500
Carversville,Bucks,0.9261448,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",38,18913,280,6500
